Contract Address,Balance (OP),Contract Type
0x495b7f69370110fBEEc19c1A4ad0c7D7dbF4B6Ea,46.1,Vault Contract
0xd0Db870a674A1B8b82FB18F1C295736B3b965701,15827.112255778802,Gnosis Safe Proxy
0xcF9dD528A707757BBA2F56Bd3857AecA2f9dF3f0,2.1579122235727497,Other
0x8778137b825eFe26c77dB3b8df7B8b7E95D8EA3A,5.1,Other
0x2Bf3135dA8110F9e32eA6d1c063C2Db696C6B43E,10.874772453966804,ERC20 Token
0x96DAC37dcf938b19B13e513FDF5C2229b1c227dE,776.867362080441,Other
0x68475a79F8ADe3e466a67C607274B1b838073f43,3.0,Gnosis Safe Proxy
0x4e1Ee54f33A0Be40984cEdCb5d9aa575f1877A77,1.2552055430594058,Gnosis Safe Proxy
0xc7FBC51B9162fDeB177D6615cbaacd63e1f4bE84,1.68,Other
0xA3519d9eB1b0974948fcd0c761E103F98c4e46D9,4.786052649105879,Other
0x54782C862e11E6EB2c42aE48d05353389853b4fC,2.382783288,Other
0x0dF840dCbf1229262A4125C1fc559bd338eC9491,134241.70633476088,Gnosis Safe Proxy
0xbc5d39a251b82CCB26E130DB2f09edC85E4bCAE8,1.195810126,Other
0x63f0dE8FeA9f889FFE81F4003012CbdBbAE19767,1.4950017,Gnosis Safe Proxy
0x53582f104708878056f21cbFf142A982B29f7232,251.22443027015706,ERC20 Token
0xe8afAE6Bcd27AA1f794D780F9Fe44A6964174940,340.0,Vault Contract
0xF47166999fD6E5cdCf8960444F8a94aFde224a46,4517.024,Gnosis Safe Proxy
0x72BB3eB7f76ac7F0684Bc6ED95e74AA1B763A69E,32.0,Gnosis Safe Proxy
0x225b3C06Ec4cdbdfA239B979C53c000BDc403d89,322.2862746313841,ERC20 Token
0x2E477c508F760f6c05e90fC444426D61bE5D4346,166.3,Vault Contract
0x4Ea2e39626de031A011C3CA7360878202454Ce75,2.205068764887732,Other
0x867F26E33191753bAAc62719b1393de90F7Fa58e,4.493648671735531,ERC20 Token
0x4FBF1FCF3502EB50f8245B3A3A1dCD0F7EF1Fc65,1.1,Gnosis Safe Proxy
0xc7B0Ad68e4A20DCa48122026Dab4389e67C8C541,7.6271650310000005,Other
0x695d55176F121b4A3fa5DAc8E8fA07872770848C,39.32365118762969,Other
0x3C3a30fE5E11F819151e1Aff6E692D121eC33846,92.94686,Other
0xc8D8f3f28EA77e15004712C5d40Be01b19Fb3806,167.0,Vault Contract
0xbD0C105D157e5bC21B2154E81A82F399EA35A3f1,49.2,Vault Contract
0x198d3186B0a27cD8790224B532029b8FF13e4E72,5000.0,Gnosis Safe Proxy
0x2e45498Bdc60761D27569FB091C12B2Cc9735080,40.8,Vault Contract
0x2580dCe488b5c8dAa110f4616Ec08aA1ACb71D1c,1.3575044661846023,Gnosis Safe Proxy
0x68859658C5D3A5d37F303e881Ee46DcdC26e5534,5.04656841,Gnosis Safe Proxy
0x21e9C7fbeA1030dAE6F7f879eb5A255496523F4F,4.823912808192887,Gnosis Safe Proxy
0x0eCe2042e96A140512E97EC404DA0a6864822443,1249.6999999999998,Vault Contract
0xD4C00FE7657791C2A43025dE483F05E49A5f76A6,488889.6750510152,Gnosis Safe Proxy
0x7bA594ADEa17Ef3e43Acf6BB0aF7FE736FA1c793,52.0,Vault Contract
0x353E9EE76A7Aebe020A7Fc814079b2d251038dcc,18.743581284138376,Other
0x8496bAD323e625cF768dDcc1F8f755211ADCF471,15.690229978177298,Other
0xB3470Bd8eF4C2B9c3fb4CfC531Ef369cE9ad51e1,55.235466352602494,Gnosis Safe Proxy
0x7083B9EC92c892E8078364Cda159d6a13c3Ce1Ce,2.97178592,Gnosis Safe Proxy
0xE01b815C9D3DbF0C82813697ba71b3a7C81577D1,7.942105,Gnosis Safe Proxy
0x37962908F871b4f95241F52441CEf26d064Ca736,3.4101208874784423,Other
0x13c98705253F0Fc00b8C5e25D12b436710477eDD,120.0,Gnosis Safe Proxy
0x5c52FEa0dD995f1C51e8c5Fb0B86bf5FeB931C11,8.21163666,Other
0x0d7529b6B7bFA18c630Eba87f282f214054d82cF,6.651466374824362,ERC20 Token
0x6B3245B77D27a965FB4C1758885D7b5B25049B90,50.0,Other
0x0b4A67A52E67f0a5b49112D67deB676a9FDd1618,1.00788267213,Other
0xD2dB9A07507FA927f22511DaD47BB08BBfe68F00,2.44,Other
0x5B7E0e3d8AfA966902E150e5E0078Fe4171F0CC3,3.27418901,Gnosis Safe Proxy
0x5f6E5920B452530Ba292cF4cB961a241fA390803,20000.0,Gnosis Safe Proxy
0x68DfCfc9b2b01f232e7eFf01d6CD6eD05AD6f71e,4.320048058690529,Other
0x1cfA0A619864d4f4f5A677b02cD0Fe6E600f8775,1.14971,Other
0x2B71332a34a8dCc8ac97648aC80DC11673E731F4,2.0,Other
0xBF6A4C1b7c78E0FF900f6B8492f349cbF2dD5bF4,2.5,Other
0x4595282D3A003b647740AA71e34a3464929c5D09,4.306827041589072,Other
0x98635d90EE252a9695dF096658069A3F94402295,297.11,Gnosis Safe Proxy
0x3A85253056921E9Aa802Bd178E8E353B728c6554,5.785320272999999,Other
0xD1D9c79A5cD745E193C0a4f5dA86029E7c8c4626,8.332731514764982,Other
0x74Ddb62059b646d738bb08B4c18bb6882156921e,5.0,Other
0x51D8d4db8c7e9280f8651bA0A18721D353f728B7,5.828050075000138,Other
0xa50B23cDfB2eC7c590e84f403256f67cE6dffB84,4.661600541814828,ERC20 Token
0xC41E9d8A6FdF27b42a61b8AA855AeCa914358e0c,830.0999,Other
0x4FDf92F336928e9B7033daF8DEdD242573CC7a52,8.7066,Gnosis Safe Proxy
0x878928AD2c58187258919e32C4a4cd51B208211E,203.27910110009233,Other
0x02965Fe8206dAC289992b0D53FBE4d411ee67FBe,2.2661870503597124,Other
0xb188488BC8e5630630bAe242DBc1CefAE322896a,1.747501585234007,Other
0x93C270467092703DB28486dA04F3283C4006EDf6,265.8,Vault Contract
0xF87410697d22A443cA78E82d511e24AD46F1A951,1.2,Other
0x9Cd34F8494C9F730599c9a1a636B4B6d4Ae4142B,1.5760376730004086,Other
0x55DC19062383A15df413F200b991C68e53751c51,10.137576878595393,Other
0x4ab74A2F7bF836EfeA23805ee602fEbca833747a,1.168820696,Other
0x6123c9Fcb705DB68837869BD4F2e0b47e31Bd0A7,1.23487041,Gnosis Safe Proxy
0xE4A06047aba7F52043c7E5a4c328Bd35177db5F6,250000.0,Other
0x8fa4fC637FD4fe126c6Edd43b08ABFf55D01157A,1.83,Other
0x5DEa9dA1512aE6d426897D1b77CE9c963054f763,1000.65,Other
0x31AA9b10f68E67E3f0685D4E9708cb305Ee71201,1224.8999999999999,Vault Contract
0xE695942CEb8eA5F2058Ede07B67bF0A14041bAe1,2.035618962971187,Other
0xD59d36eAe562a64192E31F55137eAd7F613e46e6,9.046111949,Other
0x09E2Ce83D8744E4Eed6Addd712858FF22E644E1a,1190.267702142779,Other
0x48fD1c538De3f358215B9251B83bD8F10a738A16,4144.5,Other
0x1d02346246eF1Aa5B689C6Dcc8249472C59E08E8,9000.0,Gnosis Safe Proxy
0xC6DcDcc6e5F702d47F68B6A34D7ae5454E687A57,25.0,Gnosis Safe Proxy
0xBc3572fEC756446ee6212f2F4d0e26E0D9b6b9AC,16.0,Other
0x4A6Cd25eDF9a680D129F2A0929C666769B7C0e48,4642.875,Other
0xFeD6332Bc44fEb9b5Af3Ae33ccBE8b4e62315A4c,4.097273996,Other
0x69121e1D9a4AfF7A6C30522E3F884FE5076178D0,11.105209590000001,Other
0x3B7597AC53bD10505a8c41ab0e9460185BB1658f,96.2,Vault Contract
0x7fF928a3F15A6dd1653485b60d452BE6B64BF3d2,2.35,Gnosis Safe Proxy
0x50beD7dFc768Cdd347c7CE418876993247b31A4E,1.0094155550445196,Other
0x66B875FD2E940DB292930B2820eA60D748dE29A0,249.4681091455535,ERC20 Token
0x1D303226DBA2E914fc6E5dE77052ec2B1458838c,4.96720163,Gnosis Safe Proxy
0xB4e7AF1278744b83b3A02Ba588A12B2866525357,2.5,Other
0x51b817BcEf1fecA74B1cfA5B1d6040BcFE915e07,8125.0,Gnosis Safe Proxy
0x70ACb605f88A23473fE47bC9b7f9fAB24a20638f,7.82483,Gnosis Safe Proxy
0x58E6108d6951A2E71e4191f72190cb2285a21614,1.08755255,Gnosis Safe Proxy
0x101c637497090b8d740AA7286F054Fb0Fa2AAd38,183.35188629788723,Other
0x5931826b11b9c3c469D4E7CC4F449f0964aFb607,90608.10483457043,Other
0x888c915b93Fb48A0083FE98A91faf783140e35f5,9.812879395661858,Gnosis Safe Proxy
0xA0B006225490377a5a76403901649F1AA7D1E59B,4.0,Other
0x58bB8c76aE9693DD39560d2355a55D7Ec7ed3F39,6.4,Other
0x0bc89f54635167647aB0aa74d298fD3E6Dc83f4F,24866.499999999978,Gnosis Safe Proxy
0xE812ed7b9C3E7aedd5A81C0cDfdBFcE143642976,5.0,Gnosis Safe Proxy
0x6CE6986FF28BFed84a911682cDB127beCb9fc88a,88872.84738106631,Gnosis Safe Proxy
0xFc8D49b1179442f7d8d650736469fCccA2431873,1.56744839,Other
0x728202C288843e4B0FFe039EFd503FFD0836c3ab,4.5,Other
0x84BB849eE84dde47860c946d181EF9e24063Fb71,45.5,Other
0xdA0c58F0f407bC4EbF6e885Ae90e9a817cf8cdF5,127.5409212052542,Other
0xeaF4E9cD685f346C6380678852D4dE3CA4A9a693,2.128633398749126,Other
0x6812023011946482f6D92BeaBD729662Bc2f2604,1.575276658,Other
0x5325A99029f33ACd2Fe868B3722a434268E150B6,5.746555940645092,Gnosis Safe Proxy
0xC5C62c8c4Ae61ca7d2027dFf1Ac5d20495F7406e,633.0,Vault Contract
0xc9780AB5E9785e83DcE14E330cc10279aC242ccB,22.9,Vault Contract
0x5517832240A649A436d855a53C45cA8b1695341F,19.0,Other
0x4BC05686d56A1a6f5b89D4CEdC12EAC0cB92C85A,5.595191120999999,Other
0x89A049290CC6d56A316ed7e8D0422f54aD2BFEaC,8.796875263438961,ERC20 Token
0x46B77Cae16Dbdc6081541Ad43c5488527cd17A20,61.8,Vault Contract
0x9a58fB08A19DAEAC9AfC027D176D3E08B9F4F9E7,564.0,Vault Contract
0xD036B23CFF641cCdBAe1903162B9f75CF170935A,4.57381245,Gnosis Safe Proxy
0x56ffeAe5636Bc113189f07Cf7FEe0141c804fcDa,1.2247590722396304,Gnosis Safe Proxy
0xE9F17F8dB10a1335821F66e2C4D5D4C138259553,26.912972922509205,Gnosis Safe Proxy
0x855C16B1690FdCe0Ce48D1b1a35C1F63435A468c,479.89538216622293,Other
0x146c8e409C113ED87C6183f4d25c50251DFfbb3a,3919.072006019902,Other
0xc6BD76FA1E9e789345e003B361e4A0037DFb7260,350837.1838557586,Other
0x3B5E765129774Bc2Ba6df3035cc8EE2816dBFC13,1.3023550433191962,Gnosis Safe Proxy
0xaFdDa167f9816f535A58c2a68e7A309e68a1Cf6D,9.549673786680641,Other
0x320a04B981c092884a9783cdE907578F613EF773,9266.959680262731,Other
0xF3756c06B4Ff57E11798D2E522728f0d7174FEbD,238.14,Other
0xD1FF571a04A4ce34983cd6339645D729486EE3a3,21.0,Other
0x0609a2d84580128a6027dED9c88c94E9958F4a46,2372.0,Vault Contract
0xc8925eaee21C64a33bE58bBBdC930C7262d256BB,317.68430503066526,ERC20 Token
0xBF6540bf6cefFAB99783f8A63c084304540F681A,5.75,Gnosis Safe Proxy
0xf528842d3A34e3E26734b4612C84fAE265637853,12.343117136095572,Other
0x45D047bfCB1055B9dd531eF9605e8f0b0Dc285f3,117686.13637563199,Gnosis Safe Proxy
0x9Df06be52b7bC8888a86789A84abe400be49e940,1.6,Other
0x65fE6BBf73cCdF5E1a805ab7bCdDE9d00d4E4bfd,1.3,Other
0x4aC2E9B7762593ce3959d23E8CFa01e2f851FAA6,1866.4521661263118,Gnosis Safe Proxy
0x4931374C8E8Cca1fdA30a8a43116b1E8c3853Ad4,638.5536798184818,Other
0xC768eF51001E32C6E5C2a51f383D53fB2581EBd6,151.87300927310298,Gnosis Safe Proxy
0x4A012305D7Ecb9419757820FE114E1EC8ECb08A4,1.050503311,Other
0x4996e7FA0bB76f3FA81497De82c3C822fD59EFe2,4.414973727245107,Vault Contract
0x6e8873085530406995170Da467010565968C7C62,271.0293814,Gnosis Safe Proxy
0x5b77873C10BB116d87E1C11A36a6491c80D33784,109970.69,Gnosis Safe Proxy
0xc11996d18998bEB0281DBd52a860214d9d869697,827.7598047396265,Gnosis Safe Proxy
0xe30735DbF46B640B7BD22a228a0154F03622D758,11.959775648890835,Other
0x1388Cc63817b6c1d5fCBe9C71c86d4F0EC53c135,1.2754010843486911,Other
0x01B277f010F3F51d446B520Cab1Ca3f2d6f04A84,95.9088,Other
0xB27139Af05A802c21b4821579C78fCbf14501907,5.284666974694943,Gnosis Safe Proxy
0xAD7b4C162707E0B2b5f6fdDbD3f8538A5fbA0d60,22378.418619218897,Other
0x66efAB0A13bbA9Cdc9a63969BE5a5aBB400840Cc,1107.225,Gnosis Safe Proxy
0xAcf32F4e1260636cf1e3066c060C74AD52fE4E9e,86441089.945,Gnosis Safe Proxy
0x7A3a8ff8E903472A99FaEe65125a9026a2B1c29d,8.28835,Other
0x511B3E30Db400a8C845ED2A0eBf953833941C5a4,1.257957603,Other
0x359bB76b5B94e40E68276475A78Bc3B4D5F41599,27.49275,Other
0xfe98B4EEDbD36E8A0f4d39f4c19D3FC822Fd639b,20.0,Other
0x2A8951eFCD40529Dd6eDb3149CCbE4E3cE7d053d,99379.28000000009,Gnosis Safe Proxy
0x1f2800bD111e784bE5d483B73efDf0098b189F66,141.10940583830651,Vault Contract
0x43e19C657C76a6123CE39d04Af839803babd2742,14.0,Other
0x5fAfD12EAD4234270Db300352104632187Ed763A,2710.5536312858835,Other
0x7a30578Fea8944BA01E4F0caaFcc2FD85A5feC8E,2.88580247,Gnosis Safe Proxy
0x34BB4B6266A94DD0ad3A357B974CE7F8bD669908,71.9,Vault Contract
0x39e64Cd778B02b9929Bd15710e57425d142440ef,59.6,Other
0xAF9986375edc8a052b1122f76664D3f164bB5531,2.4788,Other
0x59180c0803BB8451AC3783c128C3e4CFAc7135ee,41.44,Other
0x5570016Ded752Fb0e6a54b8163f15Ed1D71bACcA,61.08329943413455,ERC20 Token
0x1aCFF11474B9C6D15966Da7A08eD23438CDE23D4,45610.08369946355,Gnosis Safe Proxy
0x8f08eb43DE9b673426d9c2eA29bEC405A0D1b0b1,18561.629493,Gnosis Safe Proxy
0x981b572Bb9B57FcD195cbFcB5830bbC900717fE5,33.6,Vault Contract
0x277327C2aDeDc6cB967Dd70C5cAC461e1Fd37642,13966.077777548488,Gnosis Safe Proxy
0xA8938c65b16421d7d9EAc45faF0b288cc85471a1,30.0,Gnosis Safe Proxy
0xbA30FAd337A7B2Da0677e2D913DC5fC5F1804aE4,124.0,Vault Contract
0xcA54E3ac13F779986F90a908fe03D5Cb12204928,855.0,Vault Contract
0xf34bBb791ca9DE3F14B84b3A2B4F874C70D59C0f,1.42708047,Gnosis Safe Proxy
0x7A31d5cc1f2d50cF4d18e1eEB50Bb7967B13dC02,1.016556479091541,Other
0x0113212DA816f5AD40A409720541C5e070515e33,10303.0,Other
0xD193873e6D9c6ba76E60f7e430AA74d02032e44d,109.09589541155786,Other
0xD43f7563B57E16d5bcaa2eF365c32AFb3326F1E4,25.606730373064213,ERC20 Token
0x6bDc5A50513aDD7BE507d8a72803465C11B14A47,48.78506802,Gnosis Safe Proxy
0x1D9b1eA44DD50375C9Ae7fBF5C85358508728aA5,2.0,Gnosis Safe Proxy
0xB0b784D0837865e52f1C5De2E9a7CAF42c0aAA1F,35000.0,Gnosis Safe Proxy
0x760Fb7dDa476e93d3fD2E5B82B9b95463d60576e,5.8,Other
0x9f4F758ddDd5c853CB7BB93A259CF6de0F1d98B0,5.0,Other
0xB5AECC3A8e87ae3784B2dF7690D42E5C553C9616,5.0,Gnosis Safe Proxy
0xf065313Fc316a880302543cFAf065D8fCcF84FDC,2.44,Other
0xe4b8Dde6b2284af75caFCAf1804f5dD4f4f1dE37,5.64,Other
0x5E52972cAdAF3C5e734d0Fbf45e75fd83Fe95eA9,905.01,Gnosis Safe Proxy
0xD0Db0E1cF2E3950BcFeaa464F52c713B17F8e43F,1.00000001,Other
0x6341B7472152D7b7F9af3158C6A42349a2cA6c72,513.6273213589728,ERC20 Token
0xb5f7FCbabe6b5C2aB5A5086c7301E7Dbd4f99aee,3.86280005536,Other
0x392Cd35284aB599597C3f9cC41Bcd0C38a92F058,549.4500897239734,Other
0xF460521eD03d7dc776C53335FB435718Ad15Ed2A,49999.99999999999,Gnosis Safe Proxy
0xB41C38818a18b736867D9640f0B191b7890Da136,25.0,Gnosis Safe Proxy
0x6158623F508973DE1e957E9068d6b3fe30EdB35A,3445.184,Gnosis Safe Proxy
0x99f0Cb0e80cfe7F2A9F05186B5BDf017A7D66AD1,1.0458375664853883,Other
0x1cabd5a29aDdF384BC08CE12d00090E4fa5Dc4EC,3450.0,Vault Contract
0xBf26f9292Ce23b6Dd2D23F40366BcE20eb333271,2.4,Other
0x2Ca0b2F1D00d6b70Da68D7C99B1dD08FF34D9c54,380.22529318510647,Vault Contract
0x43F9bC8d64dDE4070590D7b1ab68286Aa9489203,1.08568498093969,ERC20 Token
0x6e61C2493F4F33a5bBbeCc89808a11B77a41e573,2347.64,Other
0x0410774fdBB2b4ef5F519becec8f42365183B0dA,1314.4999999999998,Vault Contract
0x6aEAf2E09831fc89586b14B03e544df79Be2A5AD,10.061874964746496,Gnosis Safe Proxy
0x72547922eD1D47A08c9BA991131F85ce843E098D,321.5,Vault Contract
0x1f6D98638Eee9f689684767C3021230Dd68df419,1.22864567,Other
0x8FDDc011840D507be6656BAF041617287f043d1F,3.95084,Other
0xb0530706e42faAD5B127a95DD9d3f62d6a091B25,5.5,Other
0xE59CB6f3FEB5454878391f5D8ecD669BA4700Ba3,212.58528419538752,ERC20 Token
0xa32dB2ce86ccD4Bd1A82af6E6df36c16a8160Dd6,3.248,Other
0x1EC34F2963071C835a6B94Af347eD34Fa2afB224,7.239,Gnosis Safe Proxy
0xad4cb67f626b5AC538e01fCA3c78901549D918CA,720552.35,Other
0xd9723FffDA369d119fbd66a15113144Bf76e281C,952.7454825624832,Other
0x0EF04D8071536cfe680a93DB9aF5D2C97d668775,8.5799,Other
0x88bDdF82dcC87d7Aa3d6B3902117d414e57E2B95,5000.0,Gnosis Safe Proxy
0x49892B4DE37a42EC667afd188A06AC227B5EC879,52.40897221914005,ERC20 Token
0x50E1841Ba512Cf59Ef549ebd2fAA67062a38f90E,650.5,Vault Contract
0x76dAe0130E57Ff25bde6D3C45ADF61e5C5BBbeDf,352.17102365619917,Other
0xF3BD86d17092208C0f4e72e157ce69240d51e2bC,1.371671765,Other
0x92Ad7Df16f81473bD8099c30Aa3Dfc1E8de1F48E,35000.0,Gnosis Safe Proxy
0x549406BC1370a7eFE86E2ae71dEa3b67Fa08b43d,8490.402429315534,Vault Contract
0xc988a64AA78fC74E563Db27C6C79DB088353d6F6,1.2674932623918127,Other
0x7A2176e1dfFd4ea230c10871DaA4135C5E991263,3.239738588236064,Gnosis Safe Proxy
0x4E54f1EE42Fa2b20690ab49e683EEeE71757406b,36.0820756,Gnosis Safe Proxy
0x6268d07327f4fb7380732dc6d63d95F88c0E083b,80603.04296360428,Gnosis Safe Proxy
0x22559Dd95cB723ec87438aF8Cd6edd32eb2D2e0E,1.252926602,Other
0xbBC243dF49210591EBa77d215c36Ad9930c291A8,1.3,Gnosis Safe Proxy
0x702b283B06FA4E49Ef155597945F2BA4B717E19C,429.3509601533515,Other
0xc2A4d2a3a2d5Be9c53A3Ebd2E75cF83328774FD3,20.619451801807177,ERC20 Token
0x26D55641cf3a8f22C63617dF1c1D58004Eeb2580,40000.0,Gnosis Safe Proxy
0x32b76edd1201c55e9e94E80d7d87F80ED4298ee2,1479.97852,Gnosis Safe Proxy
0x14a02CD62eE5d2A98C5A4AbaEdE8517b65CedEee,50.0,Other
0xD5288159eb83887CDe7D98aA205E73dF7d703d09,1.064106606,Other
0xfF61C60711C3b7e4b2df0DC3d879AA11b3DE271e,3.9335619215141984,Other
0xCAFb2Ed5B20aB1ddDb0Ca257F2B7A4AF25bE4149,1.870147262,Other
0xa7c7CCeD3D449a79adf0b8F535F7307A10665690,19.211787825546843,Other
0x352E9a123cBFF03d7A6db4276D4f894AFDe604a0,71.1,Vault Contract
0x5b032C97e2aB151B96235fdea40247B60224Bf45,9.126,Other
0xF3f0325cf92d4190F9D1692cE248c2aAAef5F951,2.44,Other
0xA7465CCD97899edcf11C56D2d26B49125674e45F,1475.800591903577,Other
0xe72B8382047A45f61eABE5fc57a73713c3d647e1,3.4815289,Gnosis Safe Proxy
0xFf23cFc0dD0FeC037B0ebf1211f1479B2B2Ae2F5,2.9,Other
0x55881789527Eec1f28369d118A2185e07F48B6D4,138.7738560836085,Other
0x3F7d66F500C28A2e80bF0302B80250A043BE9ce6,18.117,Other
0xBBaeFEf873c512F55f9c4DF00D6850Cb5B808A76,86.46689199381923,Other
0x1D27b64e48cE64217156D3C024290b74A896387b,16.42,Other
0x105A2B43BfB8342E12328ad2378b6B57CbeFcE2D,161.4,Vault Contract
0xF20Fd8a6c07f4de48E6B32d13Fa86442a05a9FE2,9.61604336,Gnosis Safe Proxy
0xe432150cce91c13a887f7D836923d5597adD8E31,109058.66729816301,Other
0xbfcbD25D526fC9BC658c9BefbF00D3B53F5679ca,864.5,Vault Contract
0xA95A6947Da6fCCd657F704b85C06074B62044E49,2728.392986263387,Other
0x63EA57387cd3133F709573b1C9562f74E625DCFe,3.88962966,Gnosis Safe Proxy
0x6F80746b57b0081dE83f70320dEcd196690B1649,2.340544777625951,Other
0x9Da70Dc6A75Ee7a7A0F187f519A97859979A1F51,1.3565987764757232,Other
0x1De04dCD405B2e5e5ECD9cB9875B764416c1c055,216568.98269421185,ERC20 Token
0xe80519596014E0D02C34ceEE1f76e10DF5e0B07e,2624.1232751961775,Gnosis Safe Proxy
0x72a771E163431D3906a695a8fad6f50F37252329,24999.999999999996,Gnosis Safe Proxy
0x311F520E51b3f5A6354d4e620443eDb7aD59E996,2717.002836535332,Other
0xBfdE1A343229f41AdE748CB26E19ECE909eCB319,8.82,Other
0x53a5267D2Ddd35fe80651e038d5F82Cad2DF9751,372.9642931185697,ERC20 Token
0x11cFB31692769ae0b26c4f2EfaF45a5adE457f67,3.0,Other
0xe159ce9220613f539D2D9f2B4a47224f418a43Aa,17.4450341315133,ERC20 Token
0x7F33234fb4B89968ad42b432fa9Da33D6C15c7B4,2.6,Other
0x8aAf7231098Bbb62325867C2Ede29Ad383D77EAA,1.3533631714120347,Other
0x4E7018d5C0b0F2aDf931451262480A3e2d293090,2.65968786,Gnosis Safe Proxy
0x784190e5c015FC2eeEB92f26815227155ccd87c2,45.6,Vault Contract
0xE9c954d71b05b75d0156Fccb062D4c82dB500baF,1.23,Other
0x3C43352e89FEAd083912c2d4829Ea4dE03b92019,4.466201716738198,Other
0x832c6D9458a6aD58cb51fd9b3556ce74EbbAB3D8,11.97669097919726,Other
0x03B8502EE76054410F73f045670a15fA67F69a6e,1.4035669542887885,Other
0xf078eF6362D012f215E8ED1cF2E084C434f5A6CC,2.44,Other
0xf2BcDf38baA52F6b0C1Db5B025DfFf01Ae1d6dBd,1865.6619961482793,Vault Contract
0x04Da5D804579B0e284B521a015F97B8964578e5e,4830.457786999999,Gnosis Safe Proxy
0x6173BBCa90C023a99384dbF73f40101D8aCe1bd0,1122.398724301818,Vault Contract
0xfD42E5d79567997552986Fc8D96434e8A2aD9fb6,176.4759264985121,Other
0x53bC59F34F65C2D4DD0F5d51b4d08e8AC1F73082,2.5389990813984644,Other
0xdC6fF44d5d932Cbd77B52E5612Ba0529DC6226F1,4.49382585,ERC20 Token
0x24603bccA573A2FcACeC5dEF8Ed75ac9a525eAC4,1.221353995,Other
0x27f083b6CE372a260f71305350f1e3e66Efdca34,1190.267702142779,Other
0x0BcB7D2c77867a6549f32C4e9A882448847F399A,1.891,Other
0x001b70CB31e3F547AeC915023A0E79a4571CC3b2,2391.9,Vault Contract
0xaEF011B2374D723652796BF25a9FEE9e81C45a36,44935.547595030745,Gnosis Safe Proxy
0x7bD15E9B61832E1FCa5716D79EEe9907D6c31ffC,253.51148017480386,ERC20 Token
0x6ce1b62dB7b1D5fe82Fc413f3F40ddbcA381a5EF,67.72665607380056,Other
0xdc684d4E3956A4Bf8E05f248E1b11045fF8cE196,1.3674660694308811,Other
0x077543AB8ec393d9180a3d0C6012da869eADFbE5,4.156151172718561,Other
0x4d062Fda22f00Ab755E94D8215755061B3818e3c,2.142,Other
0xFEd9a7459a5193157DBa9f5FC673d5150b29e95e,15.7,Other
0x64831F82e3543006413897C03f59518CEcae02b4,49.56731728489928,Other
0x2842F6E17A2A30d76751471264ad7eEB73E2310C,41.2,Vault Contract
0xeba9257ADbC1d899C0D9De2355180e95eC94C1c4,14.470114689999999,Gnosis Safe Proxy
0xc46AB6Aa92F7c30B8Fb1D445b4B957203EbBbd6e,249.0910158558506,ERC20 Token
0x888bA1e2B0B37540A4FfBAB8Fc8640392BEf4E89,1.694349253,Other
0x4BB133c4D1AB425874182De72cC3447485D7aE5F,4.432964251650506,Other
0x24293D5Ee0C2f91c1EbDE4370002bAb0b8AeDc7c,1.63837446,Gnosis Safe Proxy
0xC8E447464ADf067068fC75238AC9E9a4fd944BCC,68.4730366606808,ERC20 Token
0xF25C600EB3B0dadFC112dE028b7D57C7564d568B,9.3,Gnosis Safe Proxy
0xA9Fe1fdC0583F1c62133aF03063E9cd96aaac47A,1.147912239,Other
0x639C4440236247A0C4fE0524Ff96634B1cAea101,33.9,Vault Contract
0x8Db2Ae2ea96b32dfDCD2B1a1374669C4A6EdAD3B,2.2475,Other
0x821774f2437a4B2B668CB8CCDd53881617C185C5,373.0,Vault Contract
0x43E47F9Ea7c6A34d5CFCFf4654E84A04e8e89759,11.3,Other
0x9e1dc9B5EFFC45944E50733172E476b413Cc8A8D,24.29526133,Other
0x8816C9f95b64B955D86CEF221dA3535f5606Da50,1245.464625863312,ERC20 Token
0x4115660aAbe46c37bAc62aa3Ed76Fffe8dCF77D8,11.70565772,Gnosis Safe Proxy
0x7674D60760918Ae89cA71F2ce1Af2b2E740E2c8E,11061.626885893862,Gnosis Safe Proxy
0xdda869bbB81551ffba60Da3F22C242E51FcaB8c7,171.0,Vault Contract
0x77Eb0646083d47892B6bbb193A31d429343ddcB1,33820.96809977773,Other
0x8723Ce07216c78d7468B81910BC9F5bd63e9CA1B,1.282,Other
0xAb4083654d3dC4195413E88d9FFce45596129352,309.0,Gnosis Safe Proxy
0x827ecD158b76f63010e8F129b19fE64A85E97e95,2247.782138692855,ERC20 Token
0x4748BDc15B58124E314CFFC57fA29552f494FF20,1.3,Gnosis Safe Proxy
0x0E94354c577De2A493E197B2Ec46a80f24B3de4D,15.84,Other
0xFfF03Dba4f0591327b1572c1D66c375ECB0cDfd8,2124.9697925564165,Other
0x79647956e0558f8c65844B714d10Db7b730Cb0eD,25.0,Gnosis Safe Proxy
0x253B4995a56B5c8e043214773CF329dF308b30B1,1.83259488,Gnosis Safe Proxy
0xF3906b5033d15685abb6b75F520105E4e020b773,6.45,Other
0x643c77C833264774Fba387812A8427b3249e3666,1.7726372922049904,Gnosis Safe Proxy
0xcE168B3dDdB17747dF410E3235ed4854797AeD1d,43.0,Vault Contract
0xaB11369BE97472081F4C9053f9E850073B4A1E6c,30000.0,Gnosis Safe Proxy
0x7A810DCd0f8d83B20212326813Db6EF7E9FD030c,10.093455183769752,Gnosis Safe Proxy
0x39A89Edd1026E9E01E8c4B77643c1B9AE6072f82,1.1,Other
