Contract Address,Balance (OP),Contract Type
0x19bF08404FeD0ce84a9C417CA0844DF3A0ed8CeF,1.010321921,Other
0x071A227b3c4E91DDad4E3d213cE8d12f7f61f82f,1.2,Gnosis Safe Proxy
0x2f6CfdBD6a7E4e2a37E8A9ba1E14d459EC68A2A0,254.0,Vault Contract
0xc62ed8214CCE1E7555f19Fb71A3cce59C55B053A,2.2661870503597124,Other
0x06a055e9340ceb63665ad0455e6714402f7C9c38,2.0,Gnosis Safe Proxy
0xF439b3767A53b85e5Cb015C4a9ff91B053A6a53b,206.18556701030928,Other
0x709026dFa762D5672C1E36d367472F5FC4a24Bfd,46.0,Other
0x6Cd61e0e6Acac9BD156fFFE946eEcd06a6BEA03d,27.910382700000003,Gnosis Safe Proxy
0x586E4C901ac4FA7F0D06A68148C4f3249F32176D,592.0,Vault Contract
0x461cab446731Afa993e1477e91Af342Fe2a727BF,8.26449367573887,Gnosis Safe Proxy
0xC0348Fb028D6dfC17DdEADC9DecFcC2D61Cdf687,31.5,Other
0x93C5040B4d9e0200cFd374F918719981a3824e87,240866.0,Other
0xF0433eFc04E6d37f8e1d08E916d6b1E053C79A11,540.11,Gnosis Safe Proxy
0x6c3495BE49c70a2b63E9A5A91BC3e6bB05Ddbf84,1558.561559374183,Gnosis Safe Proxy
0x05061C42D6f30C0dBc751b927A3909772c172568,3747.924350464924,ERC20 Token
0xE61662C09c30E1F3f3CbAeb9BC1F13838Ed18957,1507.094386514614,ERC20 Token
0x0208C64D87aD55AF39263899368074d4513487c7,1.0677174216514274,Other
0xE2F46b815bb6B82da10e30aAA50b8CeD609aC4a8,2.39,Gnosis Safe Proxy
0x99824a6e4C85B47BA46eaA2922c975AFf27A3A9e,198.12789934620287,Gnosis Safe Proxy
0xC5458E55F7C3aD61a8B6DfD10CD0ffCD870Be481,1.45804945,Gnosis Safe Proxy
0x3B789208b1294706D96c27D2CEf3e86A3508BF85,26.887931567847936,Other
0x26138F1a48128EBDC3489CF6587A933231F95514,8.64210632,Gnosis Safe Proxy
0x2326d4267Ca954324BDfd7044160A24614C2FC52,311.0808527967107,Other
0x4200000000000000000000000000000000000006,12.899774280034787,ERC20 Token
0xb75B6e4007795e84a0f9Db97EB19C6Fc13c84A5E,69.06075,Other
0x5d44A69ce8EE304B97391D29c4352E66Ec8B9F15,13.407508094431515,Other
0x3D64C5136D767922fB04C86a4a4c59E435f19925,3.172250233,Other
0x44311912B74dfD5064D75Ac553ffABED3Dd65f77,2.36,Gnosis Safe Proxy
0x517341866c654c33896579fB5AeF6189179ED532,1.60132,Other
0xE616f146E5cb6225422b37B1474D69afb25db0d4,892.361,Gnosis Safe Proxy
0x9661d989C3Ad73a1E73dF3ef421fBF2C8a92d034,28.0,Other
0x8AdF43B63700E9b39ea3a3B5829de19040fEc628,1.62,Other
0xeb1Ad34EA13aF7Ec73Bb872F3Ab2B9250d62b7FD,2400.001,Other
0xf16979286B089E6Cd62F14F3e5e813458579B229,48.708977044,Other
0x3C9De6a672eE835DC24a89170E4cDfD158644865,123.75559603643384,Other
0xeAf42De38DFAa72c613b0Cbbe1a51f0B81607d06,1.64817915,Other
0x256c326885Eaab0D949Bea8DA05B588F2ab8DB37,72.0,Vault Contract
0x49c45b837e16Ee40C7111Db22b300124AE3FD83E,26.25,Vault Contract
0x9573CD7a587Cdc8c84254defc60985069614678b,1.3,Gnosis Safe Proxy
0xe7811Bf66a5A4Dfe3f2F691e7fad6Ad04125dDf8,27.5,Vault Contract
0x3D62B7AE345D318d773e32e8417F59422966C2D6,3.0,Gnosis Safe Proxy
0x965e6675770Aa97aea5696ea0F130a588d99Cd7f,3.0,Gnosis Safe Proxy
0x670AA684C1720AE86eB78f6a09F841398140ea13,28521.522,Gnosis Safe Proxy
0x11F2f5e20D26ad9C1B63aE5a5dE291bA9D2285cA,66.9,Vault Contract
0x8BFE5eA6EbA7D03879d6aE9a4D77b9Ed4A80b7AA,1334.3589802387476,Gnosis Safe Proxy
0x3103aA0C54535268cDb51211b2d062F91AC376EA,57095.70700136481,Gnosis Safe Proxy
0x911eD04FD8DF978e10F091BA779d90Db73604BD7,119.26964199999999,Other
0x3D32A5AEf511E5d69657AC9e3271b86D2B602427,5017.0,Other
0xe620aE1Ed8fdF514f061a62a8268F0a005f811Ad,20000.0,Gnosis Safe Proxy
0xb41b35949Bea87016e092eA34aEFFab643F6EB67,2.6884,Other
0x9c666438b79444aAF0268e83b473E2D0E045d89e,7380.703,Gnosis Safe Proxy
0xC19055C2FF199Ba6190505Ef776573c8B7cC676A,479.9182666496346,ERC20 Token
0x3b5A2fDd5968c2A75da1f400768bd25512444cD7,1.377945478,Other
0x5985A5C2C98a4763b7bac2A38089F3eD46cacba7,1.995,Other
0xB57932AEEaFB34744dC093C7AB974Ee037918c64,10.435422340048218,Other
0x7567caaE47503b709850D2F7657deBC9abccEc48,1.7733897836589314,Other
0xC1d268a89161Ea5bFD3247eD8757F9f48cC0474F,43.910248920784454,ERC20 Token
0xFA6B418801dfc7A33c30686d2673302141C2CBED,170.4350542642285,ERC20 Token
0xd2fa065F8019801b6882b0fdfFb16732CD0cDe0E,8.0,Gnosis Safe Proxy
0xfdD4a181CAa5F296Bb1fBbBDff6115C1FA9EEc28,23.516394094634645,ERC20 Token
0x57a2fa8B877373cfc65786659842153E28057639,127889.29000000004,Gnosis Safe Proxy
0xa7B3a4FdbB8FdC7Cc0694c67F027c1C766F18381,5000.0,Gnosis Safe Proxy
0x9b84f2Cd987FEc181296b46EFD31359700A1CD14,2.45,Gnosis Safe Proxy
0x5cA4CD2C557c543A8668e34FF9F4F7ffeA0fd2db,4.8,Other
0x58a13b5502Dd527856e3574279893DD87A488575,1.80803808,Other
0xDb14c17CAD216Dc170B64dD2c8c2b1cE481B6f38,359.0,Vault Contract
0xaf5b6C7e3FdD9cd2D97E859AE9d44b0E547b9fc8,45.8,Vault Contract
0xaEbEf31B99a1F90C8f9EADc4d68E28A8E31a0608,3.2,Other
0xE00D67F732E6ED1158553fDBE9C6a151d06bed6c,4.3152628801677135,Other
0xbb21E1CC2f3e995B650277A0D415e92CcB8246A9,394.0,Vault Contract
0xeB3ABCCdC5AE973EcD2E2225A4858982BFb02ced,35000.0,Gnosis Safe Proxy
0xac756a7A6acF7dE919463Edd20806b931FE3b919,12.87332647,Gnosis Safe Proxy
0xE1224c055c057cb71E41DaC936BA946f6F500eD1,174.00988482359455,ERC20 Token
0x406dE72682fd3E87361458aF8d43cd8837773278,45001.0,Gnosis Safe Proxy
0x4200000000000000000000000000000000000042,139193.74921523096,ERC20 Token
0x05873d7f923Da9AAAD508928f0172172538284E0,25.06776750202,Other
0x5446323caeD0f983Dfd3d19dA91E9CDc66f9D60b,1.3271725416877123,Other
0x35856590Aa47e1958EE0432B8341BB820E51D4bC,65585.86000000003,Gnosis Safe Proxy
0xb6e06C965C5778F05148AF15b81270B78eb2a00d,10.0,Gnosis Safe Proxy
0x8F79e421029b6C57E8095996a768BF9911757096,306985.0,Gnosis Safe Proxy
0xa393E9b2e304f2Ece43a57dbb072C6A43c3Bad8C,4.40522127,Gnosis Safe Proxy
0x72b963fc1D2dd69D40Dc3f3A2B5bcFA942aFee4A,4.5595,Other
0xc9394748D5f633152AD3F8f557a9B7743148db1B,11458.048684611786,Other
0xBe3B46a351fCeA98fCE23a3593bB744cBf18589f,1.0075,Other
0xBd48D1cf2D89Ac67173373fC51c528646231d7bb,31.845,Other
0xf3c3aFb97A12E66fbc34Fd641caf40172e50ce66,14.437328767122999,Gnosis Safe Proxy
0xB46F4D486De3773b7E7525db987e5FE614E31a16,4959.3298,Vault Contract
0x45993524e4A5ca1A3f4fcD28683E068D13b5f8e2,2545.245115994045,Other
0xc325b2D2bA8586dFDA5977181E895Be647B7f5aa,3.01,Other
0x7C110D7DecbB2f09D7e27c269bc7AEEDC8944Aa3,2.0,Gnosis Safe Proxy
0xc10bBCeD3Be6FC8Cc08397071483b11799D2F8eC,30000.0,Gnosis Safe Proxy
0xabbbF92cec9F624910657a875263E1c69e29Efb6,6.30425,Other
0x2Bdf6177C087d0F2207b7FBE7b4Eb9076d8A7d57,47.2372951058977,ERC20 Token
0x872e44904CdF9fEca12Cfa160bC4D1C6264D55Ba,24.24577528690327,ERC20 Token
0x566f5f042258f049485290Efd106615Ea2690396,1.4331100968432573,Other
0x9ef8F77436352c6dc5E0D46263c3D3468f11D84f,20.557,Other
0x769ffFe867974c6e0A2b811276E870E1F0c42748,1.019331165,Other
0x407da3E66095e28852774D5B88A575D75FDc6af4,4260.0,Other
0xF0981e1562Bfd992e36e1564D67632d1ebDbdB99,1.2996,Other
0xE0b1274170e29531fEb0a67fc4371c411fc11898,3.6352158646983024,Gnosis Safe Proxy
0x037A22a440D430360eaE5ed1F45F41c5F9fBCF3f,5.000136366,Other
0xc50F7932DB27cc9aaD058C3C389233D8d3162d6D,1.0067519903255064,Other
0x4A219b49f1a6d7a409DB27E18150479395e97e4A,2.45420237,Gnosis Safe Proxy
0x0d706B705718991C384640718A85839968Bc4157,2.0,Gnosis Safe Proxy
0xFF6cAE7c0aDCabb600790E813017574B0E5AFaB2,47.27757793,Gnosis Safe Proxy
0xD547AAec71A80dCB15ED8A6E689309a4eEa15a8E,1.1,Other
0x30B679d0eF221cbb4700576251264Da06E2306C5,1694.184,Gnosis Safe Proxy
0x4E2BaA5a34E494DA5bdA4dFf6E9A8249DF11CFCE,9.94824,Other
0x359ccDBdcd778fC12C9967bA6B453eF71C1d22b6,109.0,Vault Contract
0xaC83b1c204Fe653ac413BF003951c041CE30C6d9,51.5,Vault Contract
0x7afE3Cfe886a38Cb5d52612FCc6fBdB56D5dA666,983.1344560711775,ERC20 Token
0x310b18dAa9d351062c6D2eC0F0411D327206b4C3,2715.2477757469183,Other
0x95B4D8d6203Ad90e4d33c288455483E81BF47B64,9.0,Other
0xBaE64BC4C80CF5e12AC63dF6f2E36dfDD3Ef1a47,2.91,Gnosis Safe Proxy
0xa2D1A01FcFA71972117D88bAE480da48Ce3f3831,1.1226115119164548,Gnosis Safe Proxy
0xBb59f17223DaD7028fb3f2962fCd4Ec8F45fFaD9,917.0,Vault Contract
0x0226Cd3073fF122085b60D9072B4115f641F2eC2,8.995707469885936,ERC20 Token
0xb0cF2E4f48d6E2118F060d1B9603Cf0899aC74D7,1.91,Gnosis Safe Proxy
0x55e8246c7ADC3fD60BF84ec01e8d85d75B33d416,21.57963993,Other
0xA03eff313F27d3f7A87810c8c584Ae755A182788,5.255431090001449,ERC20 Token
0xF9e947476497b419940DAdF3BF630cB391359C43,3.345502842481502,Other
0x97394411e7765ac0339169aA13304f41b1600596,1.6243699016,Other
0x987e9CC8Cc9457218494FB642b08649dE8573317,3.61442453,Other
0x9190AB87703c905e60c0c09803643401fe52a32E,43.41889183,Other
0x9810B9BfcAd6a9cEE06bd5CDCB9Fb16e6AE2994B,1.4296547516868818,ERC20 Token
0x3e3a2F66CF48906B5c8d4844E56370d19de52bb9,1.6122724584,Other
0x541d28593a3649C0739308239AFBbe49fa8D1Fd4,2.0,Gnosis Safe Proxy
0x630AD2d10e67486E07794Aa4f6A7813888c273D0,54.8,Vault Contract
0xe9820551e655f3a362492852958fE44887f19A7f,1.93570047,Gnosis Safe Proxy
0x961a7305cb0C69FD9a4DD72B8a3E2306d62fddC5,10.797,Other
0x22681707D87014552A3421D4153C7e585e109908,6.496567575887698,ERC20 Token
0x167dc49c498729223D1565dF3207771B4Ee19853,3722.153849168402,Other
0x0250c75F9b21ec1C9EA04A8C6b5dD1D62E1AF871,5.723811939000001,Other
0x7F866FE2cfB97956E1d92874241564Cd8B36bf4d,35.80904009534931,Gnosis Safe Proxy
0x0BacCDD05a729aB8B56e09Ef19c15f953E10885f,7.28681,Other
0x48E6a039bcF6d99806Ce4595fC59e4A7C0CaAB19,2062.1204431150168,Other
0xc28d76D54F3158Db6022f5F0Ce23Ec469024FcE6,201.0,Gnosis Safe Proxy
0xb89DF6Fe2204520DCDA34766216eFD173D251135,2.286334467050754,Gnosis Safe Proxy
0x43a363600B09a707fe86bf94F3849E23E42FcB18,4.8,Other
0x73Ab0B6EBE3CeCf8d58016a1dd7F1749d8d4A1D6,650067.7523126666,Other
0xd8B027d7699b6eF1dFB6C30E84793fA53E897279,2.9,Other
0xBa0d1b3e8617B569064CD331A3Ef20147795Ad1B,21.88660421676507,ERC20 Token
0x520b37D1D25819A177f067cDBa234ea08778be79,68.98177730876098,Gnosis Safe Proxy
0x8C19135Ac2d294Be8403F292de63a3457211564F,72.39239785688287,ERC20 Token
0x3025627c4aEDCF3639bdfd4560617Ad8E754A2bc,57.9,Other
0x1848F1a85fCBC349016e63150D1E605c6d7fAa0B,7.01186157,Gnosis Safe Proxy
0x63601F1CD398d10d573D9Dd3AD981DA48a32B866,4.59078455,Gnosis Safe Proxy
0xb559229f99d3BC6369C6108a006F505d00808F7A,1.0896424013,Other
0x4e3F3374e823c2fDfe94D679c78b828ED79a8D1D,15.8,Other
0x17a7F6a839fea3b716b43f9414ffc93131878BD2,2573.0811452313346,Gnosis Safe Proxy
0xf503ef6c71Ba682B0DE23aA787f907a2FdaE710E,14.830235219206093,Other
0x94df4814514b570CF77b3390eDD8C25f74f0F28b,1.54894331,Gnosis Safe Proxy
0x08f24dbc651A36d714161e338Ad98440B56e366c,3.0,Gnosis Safe Proxy
0x22b00Ec9478C3cA87196c65CE4FaAb9D402d428a,14000.0,Gnosis Safe Proxy
0x61c4edeE31a31629679bdaa0f1b7Cf1601762d13,1.1625,Other
0x7Da6B57F92EFF3003B5Ca450d6B52A0D9bD160BC,12.67,Gnosis Safe Proxy
0x204CB8898467AC9266E340B95BF22d0D563cBDea,5.0,Gnosis Safe Proxy
0xf0E523c0b1e8678dd9b0684e50C4414B1AC0D69f,1.953177897,Other
0x30D1AbDa5304f577A36058783950e3C76dD61E2f,1.2,Other
0x72Aba20779797904bd395b7c69B4f9fB29CBb653,494.99843773563987,ERC20 Token
0x5A5D3671f86d4D8e1fAcB4ee85212A37e79533D6,4.7844478145,Other
0x5A54d1E8adCBE5eAaD18C9C50104A55A0116C39e,3.3630573248407645,Other
0xE08e245E450C02E5332209EbdfD5650d917ef958,127.7,Vault Contract
0xBDE1CC9D44fDf7d6FDCe1Ead6421D3A39A0A117f,11.619110528842699,Other
0x964A466E840B668BbE7805408EAcb6DE08fE602a,7.565246252454249,ERC20 Token
0x6176996EeEE1fdA6f3Eed60D04866A2ef3461f59,2.318,Other
0x3B49c807c344563A18a7435b00AaB9646C77E07e,1.0391154692656093,Other
0xeaeDD737A38dd53179F774D4853B3F8D97737bef,1.99652,Other
0x0Fa3dd671AA1A089a8c94A493b87A9B78E217907,365.1118934,Other
0x1A60dBcDE62E223db66C69944365aeCDE2BFD76f,3.753311536724017,Other
0x3163ee2Ee74a5313f24dCFE94a281C2cD12e7c9F,2.22467,Other
0x5C089f1FF9Fc6877d8892e4f775881b3c1a59a4d,3.08842834,Gnosis Safe Proxy
0xC2f7E4a9FC317f2CF6961F8362bce1fc6316C496,1.041400462805894,Other
0x0893e340eE2B0263dDaD2f3B8bD23DbA11859AEA,3101.3360664208044,Other
0x67e8596D42Dbf1632780F753145d4B5116436742,113.071832045,Other
0x5BC526e46a0c9952D9e7b711d1f06e78c52f2BB1,2.4514420575705547,ERC20 Token
0x7eD600F20481f09A96fD568195A8B02a4F77e56c,10800.0,Gnosis Safe Proxy
0xe983837e40526a73215432c6389E41b80BE2690A,1.66666,Other
0x0421DBe165E58C24b43d933c2724239a0d97DFEe,1668.0,Vault Contract
0x32b47e489eC893C0b5bA6135B9678578e1d1E68a,6.87674334447926,Other
0x711C071F1a0C0cC85cAFD4120daa7B252533B57E,3095.8220423403286,Other
0x2A66c8D51c66F3ec47066eE2960056653871AEBB,37.0,Vault Contract
0x15fbcC97D32cbFfa14842cF14430db4A6AbA9977,30.0,Gnosis Safe Proxy
0xff46B1100645a302bD2DE6c846d7725A4FB0D9d6,385.994,Other
0x2c748574B0999e51Fa6F8D5fE99Fa7602bB1DEaA,3739.202749338997,Gnosis Safe Proxy
0x965A808Bd9a207d07a666E9D40c4878cEbB95a32,20.81,Gnosis Safe Proxy
0xeE7981C4642dE8d19AeD11dA3bac59277DfD59D7,33.09870790000462,Other
0xd92cEC1C516413533987692c046faE8B974d6D26,2.257602659592937,ERC20 Token
0x98aa57C65952F0260b463FC4DfFcdaf664956A27,2.0,Gnosis Safe Proxy
0x274110ffdFCc1d3c225BD4c93249f95d5054CA13,122.5,Vault Contract
0x5031769e81c557b67DDaCeaF7336796916e38502,1.029113388,Other
0x49b5C691685aaeEaaAFF57AB6CCef081a165f5bb,4.783404767350576,ERC20 Token
0xdaea7DdDc1baF1bACf5971C57479edEFdfE9FE26,1190.267702142779,Other
0x55B3A584E1FdBB5e97DaAE111b76Ef5965f0B7d7,4.2,Other
0xcb48B71e7ce7c9546aFCD0ad0e7B0dA0A06956ad,3.715316628034445,Other
0xF1AF3083CE6F115b9859739D5A904909521f7B1A,2.196,Other
0x52e7b98623773C1bC045Fe4427e5e6E7c3533c40,35000.0,Gnosis Safe Proxy
0x12d9aEF514EE8Bc3f7B2d523ae26164632b71acB,1791.6837027841739,Other
0x49Aa08799DB0D49f6D7AD2A8aFB366Ef47Cd495f,1.7248594453492256,Other
0x14bFB71824772BDD41FDEeDFC0dD51F55500bCf1,30.7,Vault Contract
0x3b5a0Fc12f8fd8B26d251F28258D1d172F930f8A,66381.45796584435,Gnosis Safe Proxy
0x4d34cff644BD2ca5a7E3Bd0ce47cEd49A025B240,11.452531864745115,Other
0xb90B016D13E2CADBc5b19d2c3672B55E7720FF6e,327.75,Other
0x85D30349C01a42FF125D8B703880f7B0e0f05eC1,44.24571284362918,Other
0x95191297b747BB1eB40A98140Be084722229B40F,45.65526495755777,ERC20 Token
0x0331Ae6a65C551424ED0208cFDa3350BA4FEc1A8,47.38704,Other
0x9A1aa928a31206C3486B1C3Af5EDe5fe65EbD7A6,1.25245322,Gnosis Safe Proxy
0xF7c5Dd160b81c017872191a3B6a5E0546720f528,2825.4919999999997,Gnosis Safe Proxy
0x440f9A353C4999dc14809b41A1A99730be7f3f3C,2.68396952,Gnosis Safe Proxy
0x1E0049783F008A0085193E00003D00cd54003c71,3.5611756664388245,Other
0x90361733aCC94bb5FDDa3B8A2072c80b257Ce7A2,34.1055,Other
0x0d190e1E7B20A835d893d1789C1091E4C1029e26,2.0,Other
0x1F36f95a02C744f2B3cD196b5e44E749c153D3B9,70.0,ERC20 Token
0x4f81e014E2f798541f7fB53Faeb9A376a60A297d,28.692408773,Other
0xa710478d170Fbed6901Ac17Bc553CF3FbE45f099,2.551996937603675,Gnosis Safe Proxy
0xd42d80dE96225Bd842D2Df7fDDD8E3A9b26a82Ca,1052.267702142779,Other
0x7CA2eBA00EC83E5F531ed7c21aE1c7ab18d8d4c1,1.136203727,Other
0xf2eF36280E37A293c8C3d80FB11E9B2bA8b0b856,8.808148,Other
0xE269f71Fc1992ab7842A457A19aDB8473A3A9032,1041.080645323,Other
0x2B9f73CE524ea48E98fdC5bfCC8f62367bB67696,12.43482468,Gnosis Safe Proxy
0xbfdb554d55148C11A4BB6638858e9BEE97B5AE55,21.92,Other
0xB86934fA6e53E15320911485c775d4Ba4020FA5a,347.0762117182588,Other
0x578a65d4AC4FA6804EF048ecA22bE3386DB76661,9.996490023770443,Other
0xb805C86a49275184efc822520d77e84c0CD896C3,86.7,Vault Contract
0xc1eeAabD77A5b82155961a2F833e4FCDF60CAF13,7.53,Other
0x59354Ac81907eB2eee5848c6C4d67Fe3c09fb211,33.75582671,Gnosis Safe Proxy
0x29D8e90d6E03456a9bf75ec29b3d64c1278Ef60a,125.8484242724066,Other
0x771aF4eab45739EFd65Ec1cAc29824019266B71f,3.0701884649491324,Other
0xB8E5Fc348d1B88b78B3084Eff26ed182346616cF,50.0,Other
0xfe3a822afFfEf1D6B8BE21f0DD7566a55FBa73bD,228.32391404290232,ERC20 Token
0xeb66880B9ecBf3984725b7eF56145e21F6c01A2A,5.0,Gnosis Safe Proxy
0x3A5f3B83F6a55655EDf62CB44e80A0d79D8200aa,49999.99999999999,Gnosis Safe Proxy
0xc8d67156d50E45ec88E1Cb8f308e7FA6B1ce2461,3.924,Gnosis Safe Proxy
0x8c278038d019b1948085ceed23d76297B5798621,1.099602342,Other
0xEB9b8654B3A0fCFa612c2C7Aad4dc89b51b23616,5.5,Other
0xD81bBD44ceA27A7134CfBa995548D16A5741acbd,603055.7,Gnosis Safe Proxy
0x5b3A4EDbd9D05B1aE80DA970202aC5350191f035,2.08744705,Other
0xE5A2c52B7715D2702d995563E4DfC715c5Cc097b,1305.0,Gnosis Safe Proxy
0xe12146B20e7E718df3b9EC98a6ADB5eA148Bf8c9,90.6,Vault Contract
0xF788b04f7B7df18370Dd929ccbE4420755DcAf3D,1573.8083004387167,Gnosis Safe Proxy
0x60aCe510b2b2377da7780deee2B8cAA86cE16cdd,6.092118081,Other
0x89bE700F24176aD78E4Bd26e982A1E655318DeeF,2.2463106331366247,Gnosis Safe Proxy
0xebAA48d1C4129E93A1d286B01B56cc4981c30004,8.274048904103635,Gnosis Safe Proxy
0x68D6B739D2020067D1e2F713b999dA97E4d54812,16.225642033756348,Other
0xbe7946B7988a6556CFB78258592350e706786d36,89421.0,Gnosis Safe Proxy
0x46722f70af9170C37E9C7A10D19A45c3B91A34f3,1.4293781833699999,Other
0xED5194A2bB0CCe9aFBa05f8b338d1dE6c2a94C35,18.173879151924975,Other
0xad791969b4C08c22804E840fcF1e024A2D58f0eF,49.42743434959718,Other
0xFDbB4d606C199F091143BD604C85c191a526fbd0,1561.5733327127632,Gnosis Safe Proxy
0x71C8F98748c7807F396Fe5B342DBa2EC7eA7ec41,313.28136158207496,Other
0xAacf52804d0bB16EE20E590Bf5DB80B4a623CEDA,1.4230558165680742,Other
0x2d801513d36aA8aA2579133507462f0DE05a40Ff,1.436804389258428,ERC20 Token
0xA2aaA29F283B3026Cac5640801Ba1fAa8673d5c9,1.20817612,Other
0x8c0718A3860900B910f46724bd0D52950cFD95cB,182.0,Vault Contract
0x7c5520717432Ca11FACD4a2EB70eFbf880fFA411,1.2547153196124954,Other
0xbBf46F598d1c91060d575b0104CE7aBb1DF2Df38,1.0957,Gnosis Safe Proxy
0xABD54Fca5Eb735FcA1c92Ae34ffF9A7Ed3baB940,22.6,Vault Contract
0xfd92D7b66659A09775953097502942De93bA1c9F,2.3294677,Gnosis Safe Proxy
0x262c8fA51b6aE2D11F288613c2C8ebA63e0f81A0,1.4011489421325487,Gnosis Safe Proxy
0x20ccA94D0D76852aA89594721334a009995473a6,31.8425,Other
0x2B642c9609f9a174393F5014e34D1fB06e92Bb14,352500.0,Gnosis Safe Proxy
0x498b990c15c31b41b19E3160b3767f513a8C0dBD,34.28288014202064,Other
0x024D411A89d5BC7ca264c16352293040dc99877B,1.4269910959295344,ERC20 Token
0x3cd6419FfEbF989b9BCEE7bD7A7Cc8aB689E5640,1.10092108128049,Other
0x412C7F23344e6Bc9418Ba63d56Df8d7202C9B009,14.45585785,Gnosis Safe Proxy
0xa70C51bc6bfE7542472Ec9fA04f1524B184300c2,1.3057214553242724,Other
0x1C3140aB59d6cAf9fa7459C6f83D4B52ba881d36,158042.1134572298,Other
0x0c674107A725f17E968F764F1F4589C0DA57408f,2.56,Other
0x3E47353d9E9109C8B0Eb9284d86034a9F9A7E474,18.611985972664566,ERC20 Token
0x9832E87584B33784184b19Db509827d85ede4080,1.299623513,Other
0x7d438Db919f06BD8a60D39519620236438dc1BEa,2.0,Other
0x11b8849949171EF5186f1256a969bAd07EdDE52A,5.84243461,Gnosis Safe Proxy
0xFa7B0043300059B47109762fD355E29c15e1b855,1.912,Other
0xc922f4CDe42dD658A7D3EA852caF7Eae47F6cEcd,3746.0131811668,Other
0xcD75c9Bc30FEe130C080D2AB73072dD6C47Bb4A8,29.49097404256472,Other
0xDB0ed39150Fa4Fe9c84567C4758c5228c8AF9893,302.3,Vault Contract
0xa27Ac5c27CA80C7753A0eB44cD5b278d964C687f,13500.000000000002,Gnosis Safe Proxy
0x6e9384AaB7c7F1BeC5F3BAA3e6383c5f88dc350c,9.9,Other
0x61baE6162D5070089Bf11C1fECE0cD74305C137c,67.8900720070801,Gnosis Safe Proxy
0x32441Cb2dA08a3F4c63e29834e155c0434D50E6A,8.055966909624315,ERC20 Token
0xA003B7C9e14b0866617caE2C15D994bA826cEAfb,264.714,Gnosis Safe Proxy
0x94E04aa9dC09EDdA76bdF5547bf8fA70d7DDa22c,84.20713288964073,Gnosis Safe Proxy
0x6B691a717990F2f0e0C2461E0f1de21EcfA20aDC,2.871298996990445,Other
0x9A527Ce551A6eCaAe177E67f3C3974200a8a432F,26.2,Other
0xccD5a4a2b553aE2Fc9Dd2E77c0EE3d9747fac20A,2.2,Other
0x0657D1B2F5071430D671d65A0Ca8862F9EC5C234,2.689332870035326,Gnosis Safe Proxy
0x20c65b0C3840a1d9d43733BFE21Fb2aB931b2454,13.05,Other
0x925Af17F9F5E89961B69Ef4043251e027587d5E1,2.97687817,Gnosis Safe Proxy
0xdd251657d4Fb22be871b4aa1751eA7B559A57cCB,35000.0,Gnosis Safe Proxy
0x95cc5aC258c17C0Edf3aDFabC8f018634f74c334,4.91888618,Gnosis Safe Proxy
0x59Af8264Bf163F630ACdA791A59dfe0602FD4427,2.03663,Gnosis Safe Proxy
0x59bB5eA9fF2141475780bD8997b18a9a0046F5C1,1.471116625,Other
0x3A070aAfBDD3614a53ce719eba22566a0dBd3049,1766.0,Vault Contract
0x027910749EB7b64b6E4DB8a249EcB89D154fB133,34.8,Other
0x3F95E57C7ce7cA478d7A4f0eE6072F39120E3689,51.316913249821425,ERC20 Token
0x8D6878FAbA220465caba71DA3dd5341eE113A7C0,52.789222781860715,ERC20 Token
0x0E0d50E77437F1C6f576E50b80000D176440B72a,2552.0,Vault Contract
0x699a64e73BD48A3E9d9ad748f0bA0C399282734D,1.2630697195047875,Gnosis Safe Proxy
0x45ef88c8639fc0E9bB3C45954993Dbc3f895668C,29.22445055314667,Other
0xabbf3859B759494f3bAA310958b929Acbd04f7C6,4.64496365,Gnosis Safe Proxy
0x28854593e2A5DA1D9BAD8C0F3a4910Db876fc046,18.5,Other
0x9Eb66e09E9631F6b637D25A2d05Dc272A39F3762,1.5,Other
0xa0FccB988A50f7F3bE510F3A386eC272Dff60374,11559.0,Vault Contract
0x8597A689Da5b1D41Ad3148A4585330D36964c0Fa,2.44,Other
0x7c7B2111a40197B3897CC5fE12A47E475C4a2Ef0,102.0,Vault Contract
0xE99cc266A9014b825aCc50522657990275Cc4c05,3.749439655,Other
0x126940ea97b328E57E9e2285D546a677b2f38300,132000.0,Gnosis Safe Proxy
0xb1B63F12FF1661A81eC132D99596AAe3d40B8aBA,5629.659849000001,Other
0xbA4821fCb33A393681B4a0B47094E60185ef8b1a,6.726289600315832,Other
0x5c48C5b4185e8d2E74bF1ECf871f3136fcA73889,31.56,Other
0xAf5A1efae3b1D37e287CDBcD567418D6B129ae24,1444.602962258386,Gnosis Safe Proxy
0x124e31B45abEa587859a344916157f62E0a72A8A,2.0,Other
0x8D591C4B8512Cd5764A53719379d005Bb63F7b94,30.323974532355088,Other
0xDD4680B790f72f99f987cAb4b34fF6B1589E714D,2.006393325,Other
0xaa55E946a953BEA3f0815F9d5FB63476338120fC,20.557,Other
0x561E37feE9f4B20ADbC87A7747618705eADcEaeD,507.4,Vault Contract
0xb380E3c43d4586715fe3723e21C3F10DA626a5CC,3.0,Gnosis Safe Proxy
0x8C9F6d8CC97E88fdA2b1D7F98Db5cb03C4027D12,2.015265847,Other
0x64276AC56845D52A78A2BebF28ceFe3f3C01542c,5.53,Other
